id;is_closed;sex;country_id;country_title;bdate;city_id;city_title;universities_chair;universities_chair_name;universities_city;universities_country;universities_education_form;universities_education_status;universities_faculty;universities_faculty_name;universities_id;universities_name;schools_city;schools_country;schools_id;schools_name
35213;False;1;1;Россия;1.3.1989;185;Севастополь;;;;;;;;;;;;;;
41445;False;2;1;Россия;9.5;185;Севастополь;;;;;;;;;;;;;;
44483;False;2;1;Россия;17.4.1989;2;Санкт-Петербург;1767809; Кафедра технологии редких элементов и наноматериалов на их основе;2;1;Очное отделение;Выпускник (специалист);799506;Инженерно-технологический факультет (бывш. Наукоемких технологий);57;СПбГТИ (ТУ);2;1;25;Школа №564
45024;False;2;1;Россия;;1;Москва;;;;;;;;;;;;;;
45248;False;1;1;Россия;29.11;2;Санкт-Петербург;;;;;;;;;;;;;;
49051;True;1;1;Россия;15.11;185;Севастополь;;;;;;;;;;;;;;
88742;True;2;1;Россия;;1;Москва;;;;;;;;;;;;;;
91754;True;1;1;Россия;8.2;;;;;;;;;;;;;;;;
99335;False;1;1;Россия;22.2;133;Сочи;;;133, 133, 72, 133, 133, 133, 133, 72, 72, 72;1, 1, 1, 1, 1, 1, 1, 1, 1, 1;;;;;574, 3024, 572, 1914, 815, 3603, 5726, 566, 567, 568;"КубГУ, Филиал РГСУ, КубГМУ, СИ РУДН, СГУ (бывш. СГУТиКД), МИУ (бывш. ЧГА), СИМБиП, ИМБ
 , КГИК (бывш. КГУКИ), КММИВСО
 ";72, 72, 133, 133, 133, 133, 133;1, 1, 1, 1, 1, 1, 1;2214, 111308, 485591, 150588, 212558, 197611, 171017;Школа № 1, Лицей № 1, Гимназия № 1, Детская художественная школа № 1, Школа № 2, Школа № 3, Школа № 4
99784;False;1;1;Россия;;185;Севастополь;;;;;;;;;;;;;;
107791;True;1;1;Россия;18.4.1985;2;Санкт-Петербург;;;;;;;;;;;;;;
139825;False;2;;;14.12.1987;;;;;;;;;;;;;;;;
140220;True;2;1;Россия;;1;Москва;;;;;;;;;;;;;;
169911;False;1;1;Россия;24.2;185;Севастополь;;;;;;;;;;;;;;
170750;False;1;1;Россия;;2;Санкт-Петербург;;;;;;;;;;;;;;
174870;False;2;1;Россия;13.2;185;Севастополь;8779, 2065756, 2065756; Кафедра экономики спорта и финансов, Теория и методика физического воспитания, спортивной тренировки, оздоровительной и адаптивной физической культуры, Теория и методика физического воспитания, спортивной тренировки, оздоровительной и адаптивной физической культуры;185, 2, 2;1, 1, 1;Очное отделение, Очное отделение;Выпускник (специалист), Аспирант, Кандидат наук;124, 2053144, 2053144;Факультет экономики, управления и права (Институт экономики и социальных технологий), Факультет подготовки научно-педагогических работников, Факультет подготовки научно-педагогических работников;38, 38, 38;НГУ им. Лесгафта (бывш. СПбГУФК), НГУ им. П. Ф. Лесгафта (бывш. СПбГУФК), НГУ им. П. Ф. Лесгафта (бывш. СПбГУФК);2, 2;1, 1;449, 3851;Школа №306, Школа №253
185463;True;2;;;8.6.1987;;;;;;;;;;;;;;;;
194144;False;2;1;Россия;;2;Санкт-Петербург;1690;Связи с общественностью;2;1;Очное отделение;Выпускник (специалист);327;Гуманитарный факультет;68;СПбГЭТУ (ЛЭТИ);2;1;15040;Лицей №384
215894;False;2;1;Россия;24.3;185;Севастополь;;;;;;;;;;;;;;
234521;True;2;1;Россия;1.4;1;Москва;;;;;;;;;;;;;;
235793;;2;;;;;;;;;;;;;;;;;;;
238535;True;1;;;;;;;;;;;;;;;;;;;
249853;False;2;1;Россия;22.8.1985;185;Севастополь;;;;;;;;;;;;;;
252096;False;2;1;Россия;5.9.1990;185;Севастополь;;;;;;;;;;;;;;
265262;True;1;1;Россия;2.1;185;Севастополь;;;;;;;;;;;;;;
275756;False;2;1;Россия;;2;Санкт-Петербург;64552;Общей экологии, анатомии и физиологии растений ;2;1;Очное отделение;;132;Институт леса и природопользования (бывш. Лесохозяйственный);40;СПбГЛТА им. Кирова;2, 2;1, 1;18260, 509;Школа №457, Школа №48
291804;False;1;1;Россия;26.9;1;Москва;;;;;;;;;;;;;;
306722;False;1;1;Россия;;185;Севастополь;;;;;;;;;;;;;;
313001;;2;;;;;;;;;;;;;;;;;;;
324686;True;2;1;Россия;11.4;185;Севастополь;;;;;;;;;;;;;;
325962;False;1;1;Россия;;;;;;;;;;;;;;;;;
330446;False;1;1;Россия;7.7.1986;;;2065928;Психология;0;1;Очное отделение;Студентка (бакалавр);189;Факультет прикладной психологии;51;СПбГИПСР;;;;
367135;False;1;1;Россия;20.5;2;Санкт-Петербург;1892044;Теории и технологии социальной работы;2;1;Очное отделение;Выпускница (бакалавр);190;Факультет психолого-социальной работы;51;СПбГИПСР;2;1;9001;Школа искусств №2 Кировского района
368061;False;1;1;Россия;4.4;2;Санкт-Петербург;104629;Технологии бродильных производств и виноделия;2;1;Заочное отделение;Студентка (специалист);295;Факультет пищевых технологий;64;СПбГУНиПТ;2;1;3878;Школа №515
368412;True;2;1;Россия;;185;Севастополь;;;;;;;;;;;;;;
371709;False;2;1;Россия;9.11.1987;87;Мурманск;1850005;Механики сплошных сред и морского нефтегазового дела;87;1;Очное отделение;Доктор наук;1624;Факультет арктических технологий (бывш. Политехнический институт);629;"МГТУ
 ";87;1;375084;№53
396775;False;1;1;Россия;19.5.1999;41;Вологда;;;;;;;;;;;;;;
412722;True;1;1;Россия;7.7;185;Севастополь;;;;;;;;;;;;;;
416673;False;2;;;17.2;;;;;;;;;;;;;;;;
417529;False;2;1;Россия;24.10;185;Севастополь;;;;;;;;;;;;;;
417611;False;1;1;Россия;9.5.1984;185;Севастополь;879201; Кафедра физики;185;1;Очное отделение;Выпускница (магистр);53239;Институт радиоэлектроники и информационной безопасности;1032;СевГУ;185;2;6195;Школа № 43
419187;False;2;2;Украина;30.7.1988;627;Симферополь;80137;Кибернетики и вычислительной техники (КиВТ);627;2;Очное отделение;Выпускник (специалист);2231791;Факультет автоматики и вычислительной техники;1032;СевНТУ (бывш. СГТУ, СПИ);818;2;265071;Кореизская общеобразовательная школа
540690;False;1;1;Россия;24.1.1989;185;Севастополь;;;;;;;;;;;;;;
543522;False;2;1;Россия;23.3.1987;1;Москва;2100336;Русской литературы;1;1;Очное отделение;;2231181;Филологический факультет;477;УрФУ;604, 604;1, 1;45669, 362960;Центр образования «Урал», Школа искусств
576999;False;2;2;Украина;23.5;185;Севастополь;;;;;;;;;;;;;;
594765;False;2;1;Россия;29.1.1989;185;Севастополь;2102864;Технической кибернетики (ТК);185;1;Очное отделение;Выпускник (магистр);2231791;Факультет автоматики и вычислительной техники;1032;СевНТУ (бывш. СГТУ, СПИ);185;2;21040;Гимназия № 1 им. А. С. Пушкина
597552;False;1;1;Россия;8.7;185;Севастополь;;;;;;;;;;;;;;
600421;True;1;2;Украина;24.5;185;Севастополь;;;;;;;;;;;;;;
603308;False;2;1;Россия;29.4;185;Севастополь;;;;;;;;;;;;;;
615487;False;2;2;Украина;8.3.1988;;;;;;;;;;;;;;;;
615896;False;1;1;Россия;5.10.1989;185;Севастополь;;;;;;;;;;;;;;
624520;False;2;1;Россия;7.5.1986;185;Севастополь;;;;;;;;;;;;;;
625211;False;2;1;Россия;14.11;185;Севастополь;;;;;;;;;;;;;;
649555;False;1;1;Россия;5.9;185;Севастополь;;;;;;;;;;;;;;
653660;True;2;1;Россия;16.7.1986;185;Севастополь;;;;;;;;;;;;;;
669413;False;1;1;Россия;5.4;818;Ялта;;;;;;;;;;;;;;
696962;False;1;1;Россия;21.8.1983;2;Санкт-Петербург;;;;;;;;;;;;;;
705941;False;2;1;Россия;21.10;185;Севастополь;;;;;;;;;;;;;;
712169;False;1;1;Россия;18.12;185;Севастополь;;;;;;;;;;;;;;
715202;False;1;2;Украина;14.3.1990;185;Севастополь;;;;;;;;;;;;;;
741657;True;2;2;Украина;;314;Киев;;;;;;;;;;;;;;
775849;False;1;1;Россия;7.10;185;Севастополь;;;;;;;;;;;;;;
779980;False;2;1;Россия;23.10;185;Севастополь;335, 2674, 335, 335, 151469;"Динамической геологии
 ,  Кафедра геофизических информационных систем, Кафедра динамической геологии, Кафедра динамической геологии, Кафедра образовательных технологий";185, 1, 1, 1, 1;1, 1, 1, 1, 1;Очное отделение, Очное отделение, Очное отделение, Очное отделение, Очно-заочное отделение;Аспирант, Студент (специалист), Выпускник (бакалавр), Выпускник (магистр), Студент (специалист);25, 1484, 25, 25, 141316;Геологический факультет, Факультет геологии и геофизики нефти и газа, Геологический факультет, Геологический факультет, Факультет педагогического образования;2, 334, 2, 2, 2;МГУ, РГУ нефти и газа (НИУ) им. И. М. Губкина, МГУ, МГУ, МГУ;44, 185;1, 1;645202, 237038;Школа № 2, Медицинский колледж им. Жени Дерюгиной
782334;False;1;2;Украина;;185;Севастополь;;;;;;;;;;;;;;
808949;True;2;1;Россия;26.9.1984;185;Севастополь;;;;;;;;;;;;;;
809688;False;1;1;Россия;3.1;185;Севастополь;;;;;;;;;;;;;;
827162;False;1;;;8.8;;;;;;;;;;;;;;;;
830563;True;1;1;Россия;;185;Севастополь;;;;;;;;;;;;;;
872145;False;1;1;Россия;26.9.1997;1;Москва;1375343;Управления и экономики предпринимательства;1;1;Очное отделение;;1735172;Факультет экономики и управления;882;УГАЭС;403;1;185287;Нефтегазовый колледж им. В. А. Городилова (ННГК)
900708;False;2;1;Россия;8.2;185;Севастополь;;;;;;;;;;;;;;
918637;False;2;1;Россия;30.7;185;Севастополь;;;;;;;;;;;;;;
919848;False;1;2;Украина;;;;;;;;;;;;;;;;;
951436;False;1;1;Россия;12.11;72;Краснодар;916805;Социально-культурного сервиса и туризма;72;1;;Выпускница (специалист);15179;Факультет сервиса и туризма;570;КГУФКСТ (КГАФК);102;1;5007;Школа № 26
952600;False;2;2;Украина;11.7;185;Севастополь;;;;;;;;;;;;;;
977663;False;1;1;Россия;20.6.1988;2;Санкт-Петербург;;;;;;;;;;;;;;
1021448;True;2;;;;;;;;;;;;;;;;;;;
1023825;True;1;1;Россия;;42;Воронеж;;;;;;;;;;;;;;
1045960;True;1;1;Россия;;1;Москва;;;;;;;;;;;;;;
1047791;False;2;1;Россия;31.10.1980;185;Севастополь;;;;;;;;;;;;;;
1058861;False;2;;;28.10;;;;;;;;;;;;;;;;
1092144;False;1;65;Германия;6.6;;;;;;;;;;;;;;;;
1096043;False;1;1;Россия;;;;;;;;;;;;;;;;;
1110771;False;2;1;Россия;18.3.1985;185;Севастополь;;;;;;;;;;;;;;
1128341;False;1;1;Россия;20.7;;;1842094;Истории России;0;1;Очное отделение;Аспирантка;2158212;Институт гуманитарных наук;541;РГУ им. Канта (бывш. КГУ);1062;1;639710;Школа № 276
1128387;False;2;1;Россия;6.8.1985;185;Севастополь;;;;;;;;;;;;;;
1135838;True;1;2;Украина;12.4.1991;185;Севастополь;;;;;;;;;;;;;;
1135939;True;1;1;Россия;29.9.1982;1;Москва;;;;;;;;;;;;;;
1139343;True;1;1;Россия;6.3.1986;1253;Трехгорный;;;;;;;;;;;;;;
1143201;False;2;2;Украина;;185;Севастополь;;;;;;;;;;;;;;
1159659;False;2;1;Россия;4.8;185;Севастополь;81777;Приборные системы и автоматизация технологических процессов (Автоматизации технологических процессов и производств);185;1;;;88114;Политехнический институт;1032;СевГУ (бывш. СевНТУ, СГТУ, СПИ);;;;
1163237;False;2;1;Россия;11.7;141;Тверь;240928;Бухгалтерского учета;141;1;Очное отделение;Выпускник (специалист);13259;Экономический факультет;841;ТвГУ;141;1;25979;Школа №40
1179774;False;2;1;Россия;31.5;185;Севастополь;;;;;;;;;;;;;;
1190260;False;2;1;Россия;31.10;185;Севастополь;;;;;;;;;;;;;;
1196714;False;1;1;Россия;16.6;185;Севастополь;;;;;;;;;;;;;;
1213719;False;2;1;Россия;12.12.1984;1519;Гатчина;1805225, 1794108;Кино и фотоискусства,  Кафедра опе­раторс­ко­го ис­кусс­тва;1519, 2;1, 1;Заочное отделение, Очно-заочное отделение;Выпускник (специалист);280, 277;Факультет искусств, Факультет экранных искусств;63, 62;СПбГУКИ, СПбГИКиТ (бывш. СПбГУКиТ);1519, 1519;1, 1;7502, 7502;Школа № 2, Школа № 2
1221808;True;1;1;Россия;14.12;1;Москва;;;;;;;;;;;;;;
1245107;False;2;1;Россия;4.12.1971;110;Пермь;48903;Высшей математики (бывш. Математического анализа, Алгебры, Геометрии) ;110;1;Заочное отделение;Выпускник (магистр);10259;Математический факультет;728;ПГГПУ;4410;1;102058;Школа № 8
1246164;False;1;1;Россия;;2;Санкт-Петербург;;;;;;;;;;;;;;
1255670;True;2;1;Россия;16.12.1986;185;Севастополь;;;;;;;;;;;;;;
1289672;False;1;1;Россия;11.12;2;Санкт-Петербург;;;;;;;;;;;;;;
1296276;False;2;1;Россия;18.12.1987;99;Новосибирск;5963, 446475; Кафедра промышленного, гражданского строительства и экспертизы недвижимости (бывш. Строительного производства и экспертизы недвижимости), Экономика и управление предприятием;99, 49, 49;1, 1, 1;Очное отделение, Очное отделение, Очное отделение;Студент (специалист);2957, 106511, 623655;Строительный институт, Институт дополнительного образования и профессиональной переподготовки, Институт военно-технического образования и безопасности;477, 477, 477;УрФУ им. первого Президента России Б. Н. Ельцина, УрФУ им. первого Президента России Б. Н. Ельцина, УрФУ им. первого Президента России Б. Н. Ельцина;49;1;150968;Лицей № 130
1296645;False;1;1;Россия;10.6;2;Санкт-Петербург;;;;;;;;;;;;;;
1324549;False;1;1;Россия;16.11;185;Севастополь;105645;Экономики (Э);185;1;Очное отделение;Выпускница (специалист);54359;Институт финансов, экономики и управления;1032;СевНТУ (бывш. СГТУ, СПИ);185, 185, 185;2, 2, 2;73253, 76360, 369224;Школа № 32, Гимназия № 2, Школа № 58
1346747;False;1;1;Россия;7.6.1999;818;Ялта;;;818, 627, 818, 818, 818, 818, 818, 818, 627, 627;1, 1, 1, 1, 1, 1, 1, 1, 1, 1;;;;;101759, 75402, 705422, 705423, 705599, 705607, 869225, 1170858, 87545, 1191141;Таврическая академия КФУ им. В. И. Вернадского (бывш. ТНУ), КГМУ им. С. И. Георгиевского, ГПА (ф) КФУ им. Вернадского, ЯУМ (бывш. ЯИМ), ЯУНКЦ ХНТУ, УКЦ ХНАГХ, ЕУ ЯФ, НИВиВ «Магарач», КИПУ, КФУ им. В. И. Вернадского;627, 627, 627, 627, 818, 185, 818;1, 1, 1, 1, 1, 1, 1;98542, 250820, 13167, 25730, 14605, 78007, 22547;Школа № 1, Гимназия № 1 им. К. Д. Ушинского, Школа № 2, Школа № 3, Школа №1, Школа № 1, Школа №2 «Школа будущего»
1349514;False;2;1;Россия;6.7;1;Москва;;;;;;;;;;;;;;
1354429;True;1;2;Украина;1.8;185;Севастополь;;;;;;;;;;;;;;
1373354;False;1;1;Россия;24.5;185;Севастополь;;;;;;;;;;;;;;
1392624;False;1;1;Россия;;99;Новосибирск;1176, 1175; Кафедра массовых коммуникаций,  Кафедра истории и теории журналистики;99, 99;1, 1;Очное отделение;Выпускница (магистр), Аспирантка;1645, 1645;Факультет журналистики, Факультет журналистики;671, 671;НГУ, НГУ;;;;
1421030;False;1;1;Россия;1.6;1067857;Крым;;;;;;;;;;;;;;
1429353;True;1;1;Россия;;185;Севастополь;;;;;;;;;;;;;;
1436723;False;1;1;Россия;;1;Москва;;;;;;;;;;;;;;
1439219;False;1;1;Россия;29.7.1987;185;Севастополь;;;;;;;;;;;;;;
1448751;False;1;1;Россия;16.8;1;Москва;;;;;;;;;;;;;;
1451082;False;1;1;Россия;;185;Севастополь;;;;;;;;;;;;;;
1451337;False;1;2;Украина;30.11.1988;185;Севастополь;118560;Информационной безопасности;185;2;Очное отделение;Студентка (магистр);21721;Институт экологической и информационной безопасности;5553;СНУЯЭиП (бывш. СНИЯЭиП);185;2;59728;Гимназия № 5
1452964;True;2;10;Канада;;1944918;Ottawa;;;;;;;;;;;;;;
1461655;False;2;2;Украина;7.3;185;Севастополь;;;;;;;;;;;;;;
1493428;False;1;1;Россия;17.2.2001;818;Ялта;;;;;;;;;;;;;;
1614531;False;1;1;Россия;17.3.1990;2;Санкт-Петербург;;;;;;;;;;;;;;
1635272;False;1;1;Россия;30.7;2;Санкт-Петербург;;;;;;;;;;;;;;
1644660;False;1;1;Россия;4.6.1989;6890;Красногвардейское;83435;Учета и аудита (УА);6890;1;Очное отделение;Выпускница (специалист);54359;Институт финансов, экономики и управления;1032;СевНТУ (бывш. СГТУ, СПИ);6890;2;29723;Школа №1
1659633;False;2;1;Россия;26.4.1989;185;Севастополь;80137;Кибернетики и вычислительной техники (КиВТ);185;1;;Выпускник (специалист);2231791;Факультет автоматики и вычислительной техники;1032;СевГУ (бывш. СевНТУ, СГТУ, СПИ);185;2;74098;Школа № 24
1660045;False;2;1;Россия;28.3.1981;185;Севастополь;;;;;;;;;;;;;;
1672766;False;2;1;Россия;26.9.1984;185;Севастополь;;;;;;;;;;;;;;
1677500;True;1;1;Россия;19.6;2;Санкт-Петербург;;;;;;;;;;;;;;
1677681;False;2;1;Россия;29.3.1986;185;Севастополь;1826854;Химия;185, 175;1, 1;Очное отделение;Студент (специалист), Кандидат наук;4610;Естественно-технологический институт (бывш. Факультет пищевых технологий и биологии);629, 1168146;"МГТУ
 , КНЦ РАН";20588;1;907637;Школа №13
1722500;False;1;1;Россия;17.4;1;Москва;;;;;;;;;;;;;;
1731863;True;1;1;Россия;19.11.1975;35;Великий Новгород;;;;;;;;;;;;;;
1734391;False;2;2;Украина;18.9.1983;185;Севастополь;;;185;2;Очное отделение;Выпускник (специалист);53239;Институт радиоэлектроники и информационной безопасности;1032;Севастопольский Государственный Технический Университет;185;2;19346;Школа № 38
1773660;False;1;1;Россия;25.3.1985;799;Евпатория;;;;;;;;;;;;;;
1776595;False;2;1;Россия;13.7;;;6709;Прикладной математики;0;1;Очное отделение;Выпускник (специалист);3106;Факультет математики, механики и компьютерных наук;918;ЮУрГУ;1253;1;888097;Школа №112
1782638;True;1;2;Украина;18.8.1979;185;Севастополь;;;;;;;;;;;;;;
1788612;False;2;1;Россия;2.3;185;Севастополь;;;;;;;;;;;;;;
1800053;True;1;1;Россия;;;;;;;;;;;;;;;;;
1802252;False;2;1;Россия;8.7.1990;;;;;0;1;;;;;339;РХТУ им. Менделеева;;;;
1806358;False;1;1;Россия;28.2;1;Москва;;;;;;;;;;;;;;
1819272;;2;;;;;;;;;;;;;;;;;;;
1827757;False;1;1;Россия;5.6;1;Москва;;;;;;;;;;;;;;
1848605;False;2;;;24.9.1990;;;80137;Кибернетики и вычислительной техники (КиВТ);0;0;Очное отделение;Выпускник (специалист);2231791;Факультет автоматики и вычислительной техники;1032;СевНТУ (бывш. СГТУ, СПИ);21645;2;80618;Школа №1
1858039;False;1;1;Россия;18.9.1902;1500545;Приморский;;;;;;;;;;;;;;
1869883;True;2;1;Россия;;;;;;;;;;;;;;;;;
1892288;False;1;2;Украина;22.12;185;Севастополь;;;;;;;;;;;;;;
1992479;False;1;2;Украина;;314;Киев;;;;;;;;;;;;;;
2031866;True;2;1;Россия;19.5;185;Севастополь;;;;;;;;;;;;;;
2036194;False;1;1;Россия;25.6;185;Севастополь;;;;;;;;;;;;;;
2068668;False;1;2;Украина;25.6;185;Севастополь;2102864;Технической кибернетики (ТК);185;2;Очное отделение;Выпускница (магистр);2231791;Факультет автоматики и вычислительной техники;1032;СевНТУ (бывш. СГТУ, СПИ);185;2;275824;Школа № 11
2085218;True;1;1;Россия;1.4.1990;148;Улан-Удэ;;;;;;;;;;;;;;
2086471;True;2;1;Россия;16.4.1980;185;Севастополь;;;;;;;;;;;;;;
2086676;False;1;10;Канада;31.7.1979;2203643;Halifax;;;;;;;;;;;;;;
2089051;False;1;1;Россия;16.4;;;;;;;;;;;;;;;;
2103351;False;2;2;Украина;;185;Севастополь;;;;;;;;;;;;;;
2104197;False;1;1;Россия;;1;Москва;;;;;;;;;;;;;;
2126052;False;2;1;Россия;27.4.1902;1;Москва;74233;История;1;1;Очное отделение;;49178;Исторический факультет;337;РПИ Св. Иоанна Богослова;1, 1;1, 1;33823, 2348;Школа № 161, Школа № 1874 (бывш. УВК 1874, ЦО 1874)
2139463;False;1;1;Россия;10.3;185;Севастополь;;;;;;;;;;;;;;
2159552;True;1;1;Россия;4.1.2001;818;Ялта;;;;;;;;;;;;;;
2180079;False;1;1;Россия;22.2.2001;799;Евпатория;;;;;;;;;;;;;;
2206448;False;1;;;30.10.1985;;;;;;;;;;;;;;;;
2212072;False;2;1;Россия;28.9.1979;35;Великий Новгород;;;;;;;;;;;;;;
2286854;True;2;2;Украина;24.2;185;Севастополь;;;;;;;;;;;;;;
2287002;True;1;1;Россия;6.7.1988;;;;;;;;;;;;;;;;
2320956;False;2;2;Украина;;314;Киев;5292, 5292;Финансов и кредита (ФК),  Кафедра финансов и кредита;314, 1, 185;2, 1, 2;Очное отделение, Заочное отделение, Заочное отделение;Выпускник (бакалавр), Студент (магистр), Студент (магистр);54359, 1811982, 54359;Институт финансов, экономики и управления, Институт общественных наук, Институт финансов, экономики и управления;1032, 92, 1032;СевНТУ (бывш. СГТУ, СПИ), РАНХиГС при Президенте РФ (бывш. АНХ при Правительстве РФ), СевГУ;185;2;5146;Школа № 41
2334863;;2;;;;;;;;;;;;;;;;;;;
2352216;True;1;1;Россия;3.7;185;Севастополь;;;;;;;;;;;;;;
2357211;True;1;2;Украина;6.8;185;Севастополь;;;;;;;;;;;;;;
2359183;False;1;1;Россия;25.8.1975;185;Севастополь;;;;;;;;;;;;;;
2373715;False;2;8;Израиль;28.2.1956;1518181;Nesher;70867;Информационных систем (ИС);1518181;8;Очное отделение;;100053;Институт информационных технологий и управления в технических системах;1032;СевНТУ (бывш. СГТУ, СПИ);185, 185;2, 2;78007, 59728;Школа № 1, Гимназия № 5
2382290;;1;;;;;;;;;;;;;;;;;;;
2386513;;1;;;;;;;;;;;;;;;;;;;
2408896;True;2;;;;;;;;;;;;;;;;;;;
2421661;False;2;;;11.11.1911;;;;;;;;;;;;;;;;
2435644;False;2;1;Россия;30.9.1995;1;Москва;;;;;;;;;;;;;;
2446821;False;1;1;Россия;4.6;185;Севастополь;28781;Информационно-управляющих систем (ИУС);185;1;Заочное отделение;Выпускница (специалист);10605;Факультет компьютерных наук;2473;ХНУРЭ (бывш. ХИРЭ, ХТУРЭ);185;2;7730;Школа № 49
2451114;False;1;1;Россия;6.2;185;Севастополь;;;;;;;;;;;;;;
2472394;False;2;;;;;;;;;;;;;;;;;;;
2501006;True;2;1;Россия;;1;Москва;;;;;;;;;;;;;;
2505195;True;2;2;Украина;7.8;;;;;;;;;;;;;;;;
2509264;False;1;1;Россия;15.3.1986;185;Севастополь;80137, 1945984; Кафедра кибернетики и вычислительной техники,  Кафедра информационных технологий и компьютерных систем;185, 185;1, 1;Очное отделение, Очное отделение;Выпускница (специалист), Аспирантка;2231791, 100053;Факультет автоматики и вычислительной техники, Институт информационных технологий и управления в технических системах;1032, 1032;СевГУ, СевГУ;20709;2;75199;N1
2523200;False;1;1;Россия;30.12.1963;2;Санкт-Петербург;111381, 41996;Океанотехники и кораблестроения (ОК),  Кафедра кораблестроения;2, 61;1, 1;Очное отделение, Очное отделение;Кандидат наук;68162, 31733;Морской институт, Факультет судостроения и энергетики;1032, 539;СевНТУ (бывш. СГТУ, СПИ), КГТУ (бывш. КТИРПиХ);185, 185;2, 2;75298, 12400;Школа № 2, Школа № 45
2545323;False;2;1;Россия;5.5.1987;185;Севастополь;;;;;;;;;;;;;;
2553327;False;1;1;Россия;12.1;2;Санкт-Петербург;;;;;;;;;;;;;;
2566989;True;2;1;Россия;18.5;185;Севастополь;;;;;;;;;;;;;;
2621641;True;1;1;Россия;;;;;;;;;;;;;;;;;
2641104;False;1;1;Россия;8.2;21613;Железнодорожный (Балашиха);;;;;;;;;;;;;;
2643072;False;2;27;Антигуа и Барбуда;17.1.1983;4696330;Liberta;;;;;;;;;;;;;;
2650674;False;1;1;Россия;7.5;1;Москва;;;;;;;;;;;;;;
2655508;False;1;1;Россия;15.6.1989;185;Севастополь;;;;;;;;;;;;;;
2657381;False;1;1;Россия;;185;Севастополь;;;;;;;;;;;;;;
2661359;True;1;1;Россия;16.12;2;Санкт-Петербург;;;;;;;;;;;;;;
2678004;False;2;1;Россия;23.5;270;Подольск;;;270;1;Очное отделение;Кандидат наук;849;Лечебный факультет;215;Первый МГМУ им. И.М. Сеченова (бывш. ММА им. Сеченова);270;1;92510;Лиц 23
2678473;False;2;1;Россия;;185;Севастополь;;;;;;;;;;;;;;
2738576;False;2;160;Польша;23.2.1981;21280;Gdańsk;70867;Информационных систем (ИС);21280;160;Очное отделение;Выпускник (специалист);100053;Институт информационных технологий и управления в технических системах;1032;СевНТУ (бывш. СГТУ, СПИ);185;2;47695;Школа № 39
2741363;True;1;2;Украина;26.12;;;;;;;;;;;;;;;;
2749208;False;2;1;Россия;;185;Севастополь;;;;;;;;;;;;;;
2750805;False;1;2;Украина;2.8.1976;185;Севастополь;;;;;;;;;;;;;;
2789604;True;1;1;Россия;16.5.2001;1483;Феодосия;;;;;;;;;;;;;;
2794874;False;2;1;Россия;3.2.1984;627;Симферополь;;;;;;;;;;;;;;
2795614;False;1;1;Россия;20.3;185;Севастополь;;;;;;;;;;;;;;
2795633;True;1;1;Россия;;;;;;;;;;;;;;;;;
2811841;False;2;1;Россия;22.9;;;;;;;;;;;;;;;;
2811906;True;2;1;Россия;20.2.1986;799;Евпатория;;;;;;;;;;;;;;
2820078;False;1;1;Россия;19.1;185;Севастополь;2186898;Литературоведение;185;1;Очное отделение;;257534;;101759;Таврический Национальнйы Университет им. Вернадского В.И.;11;1;72565;Лицей № 17
2827066;True;1;1;Россия;29.8.1986;627;Симферополь;;;;;;;;;;;;;;
2838786;False;2;1;Россия;1.11;185;Севастополь;;;;;;;;;;;;;;
2841031;True;2;1;Россия;;818;Ялта;;;;;;;;;;;;;;
2846751;False;1;1;Россия;10.5;4331;Саки;;;;;;;;;;;;;;
2848540;True;1;197;Тринидад и Тобаго;31.7.1920;1917549;Port-of-Spain;;;;;;;;;;;;;;
2851399;True;2;2;Украина;1.1;185;Севастополь;;;;;;;;;;;;;;
2861745;False;1;1;Россия;7.3;185;Севастополь;;;;;;;;;;;;;;
2863840;True;1;1;Россия;21.9;185;Севастополь;;;;;;;;;;;;;;
2875534;False;2;1;Россия;4.11.1985;1;Москва;;;;;;;;;;;;;;
2877123;False;1;2;Украина;28.12.1984;185;Севастополь;;;;;;;;;;;;;;
2878376;False;1;1;Россия;;1009964;Губкин;;;;;;;;;;;;;;
2883346;False;2;1;Россия;30.4.1990;1;Москва;;;;;;;;;;;;;;
2905445;False;1;2;Украина;15.5;185;Севастополь;;;;;;;;;;;;;;
2907043;False;2;2;Украина;25.2.1983;185;Севастополь;;;;;;;;;;;;;;
2936531;True;1;1;Россия;;2;Санкт-Петербург;;;;;;;;;;;;;;
2953071;True;1;2;Украина;;185;Севастополь;;;;;;;;;;;;;;
2965045;True;1;1;Россия;;627;Симферополь;;;;;;;;;;;;;;
2991545;False;2;1;Россия;15.5.1987;185;Севастополь;118527;Автоматизации технологических процессов и производств;185;1;Очное отделение;Выпускник (специалист);34816;Институт атомной энергетики;5553;СНУЯЭиП (бывш. СНИЯЭиП);185;2;27420;Школа № 22
2995569;False;2;1;Россия;4.4.1985;11;Северодвинск;;;;;;;;;;;;;;
3000414;False;2;1;Россия;12.1.1984;;;;;;;;;;;;;;;;
3030391;False;1;1;Россия;15.5;148;Улан-Удэ;;;;;;;;;;;;;;
